age,gender,race,educ,urban,region,income,occup1,union,religion,vote,presvote
49,female,Black,CollegeDegree,rural,south,34-67 %ile,professional,no,protestant,yes,democrat
56,male,White,CollegeDegree,rural,south,96-100 %ile,professional,no,protestant,yes,republican
58,male,Asian,SomeCollege,rural,south,34-67 %ile,skilled,no,other,yes,republican
56,female,NativeAmerican,CollegeDegree,rural,south,68-95 %ile,professional,no,protestant,yes,republican
76,female,White,CollegeDegree,rural,north central,68-95 %ile,professional,no,protestant,yes,republican
82,female,Black,GradeSchool,rural,south,0-16 %ile,skilled,no,protestant,no,NA
71,female,White,HighSchool,suburban,west,0-16 %ile,homemakers,no,protestant,yes,republican
33,female,Hispanic,SomeCollege,rural,west,34-67 %ile,professional,yes,protestant,no,NA
32,female,White,HighSchool,rural,west,34-67 %ile,skilled,no,catholic,yes,democrat
25,male,White,CollegeDegree,suburban,northeast,34-67 %ile,professional,no,catholic,no,NA
49,male,Black,CollegeDegree,suburban,north central,96-100 %ile,professional,yes,protestant,yes,democrat
51,female,White,CollegeDegree,suburban,northeast,96-100 %ile,professional,yes,catholic,yes,democrat
74,female,White,HighSchool,central,northeast,17-33 %ile,skilled,no,catholic,yes,republican
48,female,Black,SomeCollege,central,south,34-67 %ile,professional,yes,protestant,yes,democrat
59,female,NativeAmerican,HighSchool,central,west,34-67 %ile,clerical,no,catholic,yes,democrat
51,male,White,HighSchool,rural,north central,34-67 %ile,laborer,yes,catholic,yes,democrat
31,female,White,SomeCollege,rural,south,96-100 %ile,clerical,no,protestant,yes,republican
49,female,White,CollegeDegree,rural,west,34-67 %ile,homemakers,no,protestant,yes,republican
56,female,White,HighSchool,rural,west,34-67 %ile,professional,no,protestant,yes,republican
21,female,White,HighSchool,rural,south,17-33 %ile,skilled,no,other,no,NA
28,male,White,CollegeDegree,suburban,northeast,34-67 %ile,professional,no,other,yes,democrat
69,female,White,SomeCollege,suburban,west,34-67 %ile,clerical,no,other,yes,democrat
51,female,NativeAmerican,HighSchool,rural,south,68-95 %ile,professional,no,protestant,yes,democrat
71,male,White,GradeSchool,rural,south,17-33 %ile,farmers,no,protestant,yes,democrat
81,male,White,SomeCollege,rural,west,68-95 %ile,skilled,no,protestant,yes,republican
24,female,White,CollegeDegree,central,north central,17-33 %ile,clerical,no,protestant,yes,republican
53,male,White,HighSchool,central,northeast,0-16 %ile,skilled,no,catholic,no,NA
66,male,White,HighSchool,suburban,north central,68-95 %ile,professional,yes,protestant,yes,republican
40,male,White,CollegeDegree,suburban,north central,96-100 %ile,professional,no,protestant,yes,republican
35,female,White,CollegeDegree,central,west,68-95 %ile,professional,yes,protestant,yes,democrat
29,female,White,SomeCollege,central,west,34-67 %ile,farmers,no,protestant,no,NA
46,male,White,CollegeDegree,suburban,west,96-100 %ile,professional,no,protestant,yes,republican
59,female,White,HighSchool,suburban,west,96-100 %ile,homemakers,no,other,yes,republican
37,male,White,CollegeDegree,rural,west,34-67 %ile,skilled,no,protestant,yes,republican
45,female,White,CollegeDegree,rural,west,96-100 %ile,homemakers,no,protestant,yes,democrat
63,male,White,HighSchool,rural,west,34-67 %ile,skilled,yes,other,yes,democrat
62,male,White,HighSchool,rural,north central,68-95 %ile,skilled,yes,protestant,yes,other
27,male,White,SomeCollege,suburban,south,68-95 %ile,skilled,yes,protestant,no,NA
37,female,Black,CollegeDegree,central,south,68-95 %ile,professional,no,protestant,yes,democrat
34,male,White,CollegeDegree,suburban,north central,68-95 %ile,professional,no,catholic,yes,republican
25,female,White,CollegeDegree,central,south,17-33 %ile,professional,no,other,yes,democrat
71,male,White,HighSchool,rural,west,34-67 %ile,skilled,no,catholic,yes,democrat
73,male,White,HighSchool,rural,west,34-67 %ile,professional,no,protestant,yes,republican
51,female,NativeAmerican,CollegeDegree,rural,south,34-67 %ile,skilled,no,protestant,no,NA
49,female,White,HighSchool,rural,south,68-95 %ile,clerical,no,protestant,yes,democrat
57,male,White,GradeSchool,suburban,north central,68-95 %ile,skilled,yes,protestant,yes,other
43,female,White,CollegeDegree,suburban,west,96-100 %ile,clerical,no,protestant,yes,other
39,female,Black,HighSchool,rural,south,68-95 %ile,skilled,no,protestant,yes,democrat
36,male,White,SomeCollege,suburban,west,68-95 %ile,professional,no,jewish,yes,democrat
31,female,Black,HighSchool,central,south,68-95 %ile,clerical,no,protestant,no,NA
37,male,White,HighSchool,suburban,north central,17-33 %ile,farmers,no,protestant,yes,republican
33,female,White,HighSchool,central,west,17-33 %ile,homemakers,no,catholic,yes,democrat
30,female,White,HighSchool,rural,south,34-67 %ile,clerical,no,protestant,yes,democrat
23,male,Black,SomeCollege,rural,south,0-16 %ile,professional,no,protestant,yes,democrat
41,male,White,CollegeDegree,rural,south,34-67 %ile,skilled,no,protestant,yes,republican
72,female,White,HighSchool,rural,south,17-33 %ile,skilled,no,protestant,yes,democrat
32,male,White,SomeCollege,suburban,south,34-67 %ile,professional,no,protestant,yes,democrat
34,male,White,CollegeDegree,rural,south,0-16 %ile,professional,no,protestant,yes,NA
67,female,White,HighSchool,suburban,northeast,0-16 %ile,clerical,no,protestant,no,NA
63,female,White,HighSchool,rural,northeast,0-16 %ile,skilled,yes,protestant,yes,republican
26,male,White,GradeSchool,central,south,17-33 %ile,skilled,no,other,yes,republican
48,female,Black,HighSchool,suburban,west,34-67 %ile,skilled,no,protestant,yes,democrat
64,male,Black,HighSchool,central,south,68-95 %ile,skilled,no,protestant,yes,democrat
31,male,White,SomeCollege,rural,northeast,68-95 %ile,professional,no,catholic,yes,republican
34,female,Black,CollegeDegree,central,west,68-95 %ile,professional,yes,protestant,yes,democrat
46,female,Black,CollegeDegree,central,west,68-95 %ile,professional,yes,protestant,yes,democrat
45,female,White,HighSchool,suburban,northeast,34-67 %ile,professional,no,protestant,yes,other
36,female,White,CollegeDegree,central,north central,0-16 %ile,clerical,no,catholic,yes,republican
50,male,White,HighSchool,rural,south,34-67 %ile,skilled,no,protestant,yes,republican
40,female,Black,SomeCollege,suburban,south,34-67 %ile,clerical,no,catholic,yes,republican
75,male,Black,HighSchool,central,south,17-33 %ile,skilled,no,protestant,yes,democrat
20,female,White,SomeCollege,suburban,south,0-16 %ile,clerical,no,catholic,no,NA
66,male,Black,GradeSchool,central,south,0-16 %ile,skilled,no,protestant,yes,democrat
68,male,Black,HighSchool,rural,south,17-33 %ile,skilled,no,protestant,yes,democrat
28,female,White,CollegeDegree,central,west,34-67 %ile,skilled,no,protestant,yes,democrat
31,female,Black,HighSchool,central,northeast,17-33 %ile,clerical,no,protestant,yes,democrat
46,female,White,CollegeDegree,suburban,northeast,96-100 %ile,professional,yes,protestant,yes,democrat
26,male,White,HighSchool,suburban,north central,17-33 %ile,skilled,no,protestant,yes,republican
49,male,White,CollegeDegree,suburban,south,68-95 %ile,professional,no,protestant,yes,republican
64,male,White,HighSchool,rural,north central,34-67 %ile,skilled,yes,protestant,yes,other
60,female,White,HighSchool,rural,northeast,0-16 %ile,skilled,no,protestant,yes,republican
70,male,Black,HighSchool,suburban,northeast,34-67 %ile,clerical,yes,protestant,yes,republican
29,female,Hispanic,HighSchool,suburban,west,0-16 %ile,clerical,no,protestant,yes,democrat
31,male,NativeAmerican,HighSchool,central,northeast,34-67 %ile,clerical,no,catholic,no,NA
25,female,Black,HighSchool,central,north central,0-16 %ile,skilled,no,protestant,yes,democrat
30,female,Black,SomeCollege,central,north central,17-33 %ile,skilled,no,protestant,yes,democrat
35,female,White,CollegeDegree,suburban,north central,96-100 %ile,professional,no,catholic,no,NA
52,male,White,CollegeDegree,suburban,north central,96-100 %ile,professional,no,protestant,yes,republican
30,male,White,CollegeDegree,central,north central,34-67 %ile,professional,no,protestant,yes,democrat
49,male,White,HighSchool,rural,south,0-16 %ile,professional,no,protestant,yes,republican
46,female,White,HighSchool,rural,north central,68-95 %ile,skilled,yes,protestant,yes,democrat
43,male,Black,HighSchool,suburban,north central,34-67 %ile,professional,yes,protestant,yes,democrat
74,female,White,GradeSchool,rural,north central,0-16 %ile,professional,no,protestant,yes,republican
63,female,Hispanic,HighSchool,central,west,34-67 %ile,professional,no,catholic,yes,democrat
50,male,Black,SomeCollege,central,south,68-95 %ile,professional,yes,protestant,yes,democrat
44,male,Hispanic,GradeSchool,suburban,south,17-33 %ile,skilled,no,other,no,NA
37,male,Black,SomeCollege,central,south,34-67 %ile,skilled,yes,protestant,yes,democrat
45,male,Hispanic,CollegeDegree,suburban,northeast,68-95 %ile,professional,yes,catholic,no,NA
39,male,White,GradeSchool,suburban,south,0-16 %ile,laborer,no,catholic,no,NA
68,male,Black,HighSchool,central,northeast,0-16 %ile,professional,no,other,yes,democrat
31,female,White,CollegeDegree,central,northeast,17-33 %ile,clerical,no,jewish,yes,other
44,female,White,HighSchool,suburban,south,17-33 %ile,homemakers,no,protestant,no,NA
32,male,Hispanic,SomeCollege,suburban,south,34-67 %ile,skilled,yes,protestant,yes,NA
62,female,White,GradeSchool,suburban,south,0-16 %ile,farmers,no,protestant,yes,republican
63,male,White,GradeSchool,suburban,south,0-16 %ile,skilled,no,catholic,yes,democrat
52,female,White,GradeSchool,suburban,south,0-16 %ile,farmers,no,protestant,yes,republican
74,female,White,SomeCollege,suburban,west,34-67 %ile,clerical,yes,protestant,yes,democrat
43,male,White,HighSchool,rural,west,68-95 %ile,skilled,yes,protestant,yes,republican
33,female,Hispanic,CollegeDegree,suburban,south,68-95 %ile,professional,no,protestant,yes,republican
35,female,White,HighSchool,rural,south,0-16 %ile,clerical,no,protestant,yes,democrat
27,male,Hispanic,GradeSchool,suburban,south,0-16 %ile,farmers,no,other,no,NA
20,female,White,HighSchool,central,north central,34-67 %ile,clerical,no,catholic,no,NA
41,male,Black,CollegeDegree,central,northeast,68-95 %ile,professional,yes,catholic,yes,democrat
32,male,Hispanic,SomeCollege,suburban,west,17-33 %ile,skilled,yes,protestant,yes,other
64,female,White,SomeCollege,central,northeast,17-33 %ile,professional,no,other,yes,democrat
32,female,White,SomeCollege,suburban,northeast,68-95 %ile,homemakers,yes,catholic,yes,republican
72,female,White,SomeCollege,suburban,northeast,68-95 %ile,clerical,no,catholic,yes,republican
40,female,White,HighSchool,central,north central,34-67 %ile,professional,yes,other,yes,democrat
28,female,White,HighSchool,suburban,south,34-67 %ile,skilled,no,other,yes,democrat
36,female,Black,HighSchool,central,south,34-67 %ile,clerical,yes,protestant,yes,democrat
65,female,White,HighSchool,suburban,north central,17-33 %ile,clerical,no,protestant,yes,democrat
51,female,White,HighSchool,suburban,north central,34-67 %ile,skilled,no,protestant,no,NA
53,female,White,HighSchool,suburban,northeast,68-95 %ile,professional,no,protestant,yes,republican
39,female,Black,HighSchool,suburban,west,68-95 %ile,clerical,no,catholic,yes,democrat
59,male,White,SomeCollege,central,north central,68-95 %ile,professional,no,protestant,yes,other
33,female,Black,SomeCollege,central,north central,34-67 %ile,professional,yes,protestant,yes,democrat
41,male,White,HighSchool,suburban,northeast,34-67 %ile,skilled,yes,catholic,yes,republican
79,female,White,GradeSchool,central,northeast,0-16 %ile,clerical,no,catholic,yes,republican
77,male,White,GradeSchool,suburban,northeast,34-67 %ile,skilled,no,catholic,no,NA
47,male,White,CollegeDegree,suburban,northeast,68-95 %ile,clerical,no,protestant,yes,democrat
60,male,White,SomeCollege,rural,north central,17-33 %ile,clerical,yes,protestant,yes,democrat
70,female,White,HighSchool,central,north central,68-95 %ile,skilled,no,protestant,yes,democrat
50,male,White,CollegeDegree,suburban,northeast,68-95 %ile,professional,no,catholic,yes,republican
37,female,White,SomeCollege,suburban,northeast,34-67 %ile,professional,no,protestant,yes,republican
67,female,White,GradeSchool,suburban,south,0-16 %ile,homemakers,no,catholic,yes,democrat
66,female,White,HighSchool,central,north central,17-33 %ile,skilled,no,protestant,yes,democrat
33,male,White,HighSchool,rural,north central,0-16 %ile,skilled,no,other,no,NA
52,male,Hispanic,GradeSchool,suburban,south,0-16 %ile,skilled,no,other,yes,democrat
52,male,White,CollegeDegree,suburban,west,34-67 %ile,professional,no,protestant,yes,republican
46,female,White,CollegeDegree,rural,south,34-67 %ile,professional,yes,protestant,yes,democrat
72,female,White,HighSchool,rural,south,17-33 %ile,homemakers,no,protestant,yes,democrat
31,female,White,HighSchool,suburban,northeast,68-95 %ile,professional,yes,catholic,yes,republican
34,female,Hispanic,CollegeDegree,suburban,northeast,68-95 %ile,professional,no,other,yes,democrat
58,male,White,HighSchool,suburban,north central,68-95 %ile,skilled,yes,catholic,yes,other
26,female,White,CollegeDegree,central,south,34-67 %ile,professional,no,catholic,yes,democrat
29,female,Black,HighSchool,suburban,south,17-33 %ile,clerical,no,protestant,yes,democrat
73,female,White,HighSchool,suburban,north central,0-16 %ile,homemakers,no,protestant,yes,democrat
35,male,Black,HighSchool,central,south,17-33 %ile,skilled,no,protestant,no,NA
51,male,Black,GradeSchool,rural,south,0-16 %ile,skilled,no,protestant,no,NA
29,female,White,HighSchool,rural,south,68-95 %ile,clerical,no,protestant,yes,republican
29,male,White,HighSchool,central,south,34-67 %ile,professional,no,protestant,yes,democrat
79,male,White,GradeSchool,rural,north central,34-67 %ile,skilled,no,catholic,yes,republican
76,female,White,HighSchool,suburban,south,0-16 %ile,professional,no,protestant,no,NA
